0.00016,0.000117,0.000107,0,0,0,0,0,0,0,0,0,0,0,0
5.3154,5.2369,5.2813,0,0,0,0,0,0,0,0,0,0,0,0
0.042018,0.043008,0.043844,0,0,0,0,0,0,0,0,0,0,0,0
0.043789,0.04357,0.044973,0,0,0,0,0,0,0,0,0,0,0,0
0.044583,0.048695,0.042652,0,0,0,0,0,0,0,0,0,0,0,0
0.045901,0.04575,0.044096,0,0,0,0,0,0,0,0,0,0,0,0
0.045877,0.046028,0.044436,0,0,0,0,0,0,0,0,0,0,0,0
0.04587,0.046294,0.046085,0,0,0,0,0,0,0,0,0,0,0,0
0.046009,0.045352,0.045904,0,0,0,0,0,0,0,0,0,0,0,0
0.045557,0.044883,0.046486,0,0,0,0,0,0,0,0,0,0,0,0
0.04434,0.043797,0.044874,0,0,0,0,0,0,0,0,0,0,0,0
0.031162,0.031484,0.029242,0,0,0,0,0,0,0,0,0,0,0,0
0.031762,0.030752,0.029002,0,0,0,0,0,0,0,0,0,0,0,0
0.030927,0.031038,0.031447,0,0,0,0,0,0,0,0,0,0,0,0
0.030826,0.030845,0.028959,0,0,0,0,0,0,0,0,0,0,0,0
0.030799,0.030675,0.029509,0,0,0,0,0,0,0,0,0,0,0,0
0.031989,0.030767,0.028894,0,0,0,0,0,0,0,0,0,0,0,0
0.030756,0.034227,0.02922,0,0,0,0,0,0,0,0,0,0,0,0
0.030332,0.032481,0.028477,0,0,0,0,0,0,0,0,0,0,0,0
0.058634,0.060414,0.056389,0,0,0,0,0,0,0,0,0,0,0,0
0.043954,0.045044,0.042377,0,0,0,0,0,0,0,0,0,0,0,0
0.031333,0.033896,0.029182,0,0,0,0,0,0,0,0,0,0,0,0
0.030905,0.02902,0.031076,0,0,0,0,0,0,0,0,0,0,0,0
0.030907,0.02893,0.031201,0,0,0,0,0,0,0,0,0,0,0,0
0.031075,0.029049,0.031128,0,0,0,0,0,0,0,0,0,0,0,0
0.031068,0.028867,0.031292,0,0,0,0,0,0,0,0,0,0,0,0
0.030453,0.02856,0.030609,0,0,0,0,0,0,0,0,0,0,0,0
0.030441,0.028559,0.028644,0,0,0,0,0,0,0,0,0,0,0,0
0.031558,0.028642,0.028665,0,0,0,0,0,0,0,0,0,0,0,0
0.030686,0.028902,0.028505,0,0,0,0,0,0,0,0,0,0,0,0
0.044429,0.041319,0.042331,0,0,0,0,0,0,0,0,0,0,0,0
0.031206,0.028777,0.028639,0,0,0,0,0,0,0,0,0,0,0,0
0.030534,0.02919,0.028524,0,0,0,0,0,0,0,0,0,0,0,0
0.031063,0.029499,0.031412,0,0,0,0,0,0,0,0,0,0,0,0
0.031077,0.029135,0.031186,0,0,0,0,0,0,0,0,0,0,0,0
0.03102,0.02888,0.031242,0,0,0,0,0,0,0,0,0,0,0,0
0.030207,0.02904,0.031392,0,0,0,0,0,0,0,0,0,0,0,0
0.028345,0.028489,0.028553,0,0,0,0,0,0,0,0,0,0,0,0
0.028392,0.028626,0.028347,0,0,0,0,0,0,0,0,0,0,0,0
0.043442,0.043377,0.045497,0,0,0,0,0,0,0,0,0,0,0,0
0.041659,0.04398,0.04522,0,0,0,0,0,0,0,0,0,0,0,0
0.028463,0.03111,0.029134,0,0,0,0,0,0,0,0,0,0,0,0
0.029285,0.030671,0.030926,0,0,0,0,0,0,0,0,0,0,0,0
0.028765,0.029948,0.02867,0,0,0,0,0,0,0,0,0,0,0,0
0.028589,0.029019,0.028642,0,0,0,0,0,0,0,0,0,0,0,0
0.029638,0.02867,0.028928,0,0,0,0,0,0,0,0,0,0,0,0
0.02893,0.028741,0.028754,0,0,0,0,0,0,0,0,0,0,0,0
0.030701,0.028748,0.028786,0,0,0,0,0,0,0,0,0,0,0,0
0.028373,0.02905,0.029403,0,0,0,0,0,0,0,0,0,0,0,0
0.029887,0.028583,0.02838,0,0,0,0,0,0,0,0,0,0,0,0
0.041175,0.041919,0.041407,0,0,0,0,0,0,0,0,0,0,0,0
0.028278,0.028487,0.02927,0,0,0,0,0,0,0,0,0,0,0,0
0.028859,0.029031,0.028397,0,0,0,0,0,0,0,0,0,0,0,0
0.028689,0.030834,0.029362,0,0,0,0,0,0,0,0,0,0,0,0
0.029208,0.028816,0.028897,0,0,0,0,0,0,0,0,0,0,0,0
0.029284,0.029315,0.028907,0,0,0,0,0,0,0,0,0,0,0,0
0.029656,0.029761,0.02868,0,0,0,0,0,0,0,0,0,0,0,0
0.029534,0.028782,0.02875,0,0,0,0,0,0,0,0,0,0,0,0
0.028847,0.028717,0.028542,0,0,0,0,0,0,0,0,0,0,0,0
